,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,city,latitude,longitude,address
56,wVUNKHFv9uD92hV1dVikgA,blaze-pizza-lansing,Blaze Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/mV8bi3jK75kBKMqEchaNFQ/o.jpg,False,https://www.yelp.com/biz/blaze-pizza-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,117,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.5,"{'latitude': 42.73604, 'longitude': -84.50813}","['delivery', 'pickup']",$,"{'address1': '300 N Clippert St', 'address2': 'Ste 18', 'address3': None, 'city': 'Lansing', 'zip_code': '48912', 'country': 'US', 'state': 'MI', 'display_address': ['300 N Clippert St', 'Ste 18', 'Lansing, MI 48912']}",+15175807697,(517) 580-7697,5050.85136736327,Lansing,42.73604,-84.50813,"300 N Clippert St, Ste 18, Lansing, MI 48912"
57,WfKkxf3C5RdyfeZm1AvD0g,cheddars-scratch-kitchen-lansing-2,Cheddar's Scratch Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/oxU4RX2d_fQpoxwy_GpTKQ/o.jpg,False,https://www.yelp.com/biz/cheddars-scratch-kitchen-lansing-2?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,166,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'southern', 'title': 'Southern'}]",3.0,"{'latitude': 42.74031221060162, 'longitude': -84.63170315153789}",['pickup'],$$,"{'address1': '5719 W Saginaw Hwy', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48917', 'country': 'US', 'state': 'MI', 'display_address': ['5719 W Saginaw Hwy', 'Lansing, MI 48917']}",+15173234963,(517) 323-4963,5321.261639828937,Lansing,42.74031221060162,-84.63170315153789,"5719 W Saginaw Hwy, Lansing, MI 48917"
58,Wp4HIBLywCf2CsydTXmaJA,bangkok-house-lansing,Bangkok House,https://s3-media2.fl.yelpcdn.com/bphoto/G6VMJ9Iiy3KeDHqZgZZLiQ/o.jpg,False,https://www.yelp.com/biz/bangkok-house-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,83,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}]",3.5,"{'latitude': 42.740427, 'longitude': -84.54683}","['delivery', 'pickup']",$,"{'address1': '420 E Saginaw St', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48906', 'country': 'US', 'state': 'MI', 'display_address': ['420 E Saginaw St', 'Lansing, MI 48906']}",+15174876900,(517) 487-6900,2233.330669188363,Lansing,42.740427,-84.54683,"420 E Saginaw St, Lansing, MI 48906"
59,pio-ttgUcHEQkC_c5tJkGw,huapei-restaurant-lansing,Huapei Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/2U2fk6t0bVSYstKefLfdyg/o.jpg,False,https://www.yelp.com/biz/huapei-restaurant-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,53,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.0,"{'latitude': 42.7121582, 'longitude': -84.5485306}",['pickup'],$,"{'address1': '401 E Mount Hope Ave', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48910', 'country': 'US', 'state': 'MI', 'display_address': ['401 E Mount Hope Ave', 'Lansing, MI 48910']}",+15174840846,(517) 484-0846,2426.1081356158365,Lansing,42.7121582,-84.5485306,"401 E Mount Hope Ave, Lansing, MI 48910"
60,wsNpoGJISpBra7vGseztmA,impression-5-science-center-lansing,Impression 5 Science Center,https://s3-media4.fl.yelpcdn.com/bphoto/uRP4v2cv-JQgLUa483zZlA/o.jpg,False,https://www.yelp.com/biz/impression-5-science-center-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,37,"[{'alias': 'museums', 'title': 'Museums'}]",4.0,"{'latitude': 42.73216, 'longitude': -84.54828}",[],,"{'address1': '200 Museum Dr', 'address2': None, 'address3': '', 'city': 'Lansing', 'zip_code': '48933', 'country': 'US', 'state': 'MI', 'display_address': ['200 Museum Dr', 'Lansing, MI 48933']}",+15174858116,(517) 485-8116,1726.5803682332432,Lansing,42.73216,-84.54828,"200 Museum Dr, Lansing, MI 48933"
62,yElHELUxFwSXZEu4ysKNkQ,goodfella-s-bagels-lansing,Goodfella’s Bagels,https://s3-media4.fl.yelpcdn.com/bphoto/gw9NkNaUc5bc1x290-0PmA/o.jpg,False,https://www.yelp.com/biz/goodfella-s-bagels-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,36,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'delis', 'title': 'Delis'}]",4.5,"{'latitude': 42.7337297063396, 'longitude': -84.5434705391479}","['delivery', 'pickup']",,"{'address1': '625 East Michigan Ave', 'address2': '', 'address3': None, 'city': 'Lansing', 'zip_code': '48912', 'country': 'US', 'state': 'MI', 'display_address': ['625 East Michigan Ave', 'Lansing, MI 48912']}",+15175808611,(517) 580-8611,2141.9488732069244,Lansing,42.7337297063396,-84.5434705391479,"625 East Michigan Ave, Lansing, MI 48912"
63,9w05rHr0_eWYojQ3XYHiqw,asian-gourmet-lansing,Asian Gourmet,https://s3-media1.fl.yelpcdn.com/bphoto/H_VpU86zeBE0kOHmA_hngw/o.jpg,False,https://www.yelp.com/biz/asian-gourmet-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,50,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'thai', 'title': 'Thai'}]",4.0,"{'latitude': 42.7337379490909, 'longitude': -84.5222168808169}","['delivery', 'pickup']",$$,"{'address1': '2003 E Michigan Ave', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48912', 'country': 'US', 'state': 'MI', 'display_address': ['2003 E Michigan Ave', 'Lansing, MI 48912']}",+15173676068,(517) 367-6068,3839.0612305037307,Lansing,42.7337379490909,-84.5222168808169,"2003 E Michigan Ave, Lansing, MI 48912"
64,J4YSle-q6UZvM0s1kqEjtw,sleepwalker-spirits-and-ale-lansing-2,Sleepwalker Spirits and Ale,https://s3-media4.fl.yelpcdn.com/bphoto/HCoDCpE5_aqMvMPCpGcznA/o.jpg,False,https://www.yelp.com/biz/sleepwalker-spirits-and-ale-lansing-2?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,20,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 42.7217133636353, 'longitude': -84.5520524998033}","['delivery', 'pickup']",,"{'address1': '1101 S Washington Ave', 'address2': '', 'address3': None, 'city': 'Lansing', 'zip_code': '48910', 'country': 'US', 'state': 'MI', 'display_address': ['1101 S Washington Ave', 'Lansing, MI 48910']}",+15179184046,(517) 918-4046,1540.1378409333497,Lansing,42.7217133636353,-84.5520524998033,"1101 S Washington Ave, Lansing, MI 48910"
65,BwYWrRZRq7e2rez2GlT4HQ,coreys-lansing,Corey's,https://s3-media2.fl.yelpcdn.com/bphoto/ocucdIS5qoztrnLd0qQyRA/o.jpg,False,https://www.yelp.com/biz/coreys-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,29,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,"{'latitude': 42.716112, 'longitude': -84.5461438}",['delivery'],$$,"{'address1': '1511 S Cedar St', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48910', 'country': 'US', 'state': 'MI', 'display_address': ['1511 S Cedar St', 'Lansing, MI 48910']}",+15174823132,(517) 482-3132,2283.399258085357,Lansing,42.716112,-84.5461438,"1511 S Cedar St, Lansing, MI 48910"
66,KKavIdguVPHnv2OQzXESXA,zeus-coney-island-lansing-3,Zeus’ Coney Island,https://s3-media2.fl.yelpcdn.com/bphoto/cUqeLONedgyzu4l4ZDGf1Q/o.jpg,False,https://www.yelp.com/biz/zeus-coney-island-lansing-3?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,105,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",3.5,"{'latitude': 42.6631103, 'longitude': -84.537755}",['pickup'],$,"{'address1': '6525 S Pennsylvania Ave', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48911', 'country': 'US', 'state': 'MI', 'display_address': ['6525 S Pennsylvania Ave', 'Lansing, MI 48911']}",+15172727900,(517) 272-7900,7676.123411215087,Lansing,42.6631103,-84.537755,"6525 S Pennsylvania Ave, Lansing, MI 48911"
67,lXkhjbCwOHI3WguIllweOg,sultans-express-lansing,Sultans Express,https://s3-media1.fl.yelpcdn.com/bphoto/_qD47NYtS4SbbvdlmvqFeA/o.jpg,False,https://www.yelp.com/biz/sultans-express-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,29,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}]",4.5,"{'latitude': 42.7309951782227, 'longitude': -84.5518569946289}","['delivery', 'pickup']",$,"{'address1': '305 S Washington Sq', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48933', 'country': 'US', 'state': 'MI', 'display_address': ['305 S Washington Sq', 'Lansing, MI 48933']}",+15174842850,(517) 484-2850,1399.7633758834897,Lansing,42.7309951782227,-84.5518569946289,"305 S Washington Sq, Lansing, MI 48933"
68,xvjV3243oAXj7PTza1tnIw,westons-kewpee-sandwich-shop-lansing,Weston's Kewpee Sandwich Shop,https://s3-media4.fl.yelpcdn.com/bphoto/bRK053FuOjhok_Z0cCx9nQ/o.jpg,False,https://www.yelp.com/biz/westons-kewpee-sandwich-shop-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,58,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'burgers', 'title': 'Burgers'}]",3.5,"{'latitude': 42.73281, 'longitude': -84.55274}","['delivery', 'pickup']",$,"{'address1': '118 S Washington Sq', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48933', 'country': 'US', 'state': 'MI', 'display_address': ['118 S Washington Sq', 'Lansing, MI 48933']}",+15174828049,(517) 482-8049,1398.5415618524664,Lansing,42.73281,-84.55274,"118 S Washington Sq, Lansing, MI 48933"
70,fMfb9ISXo5BEu1zKAZa8pg,nip-n-sip-lansing-2,Nip N Sip,https://s3-media2.fl.yelpcdn.com/bphoto/y-axinO2GNI2KnMzJc2qqg/o.jpg,False,https://www.yelp.com/biz/nip-n-sip-lansing-2?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,35,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"{'latitude': 42.76053, 'longitude': -84.54323}",['delivery'],$,"{'address1': '2603 N East St', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48906', 'country': 'US', 'state': 'MI', 'display_address': ['2603 N East St', 'Lansing, MI 48906']}",+15173723734,(517) 372-3734,4137.69832668212,Lansing,42.76053,-84.54323,"2603 N East St, Lansing, MI 48906"
71,dIL7DyX73yDogwJ3KpgiJQ,potter-park-zoo-lansing,Potter Park Zoo,https://s3-media1.fl.yelpcdn.com/bphoto/JNJcNO8ahwcSsyUzqNXqpQ/o.jpg,False,https://www.yelp.com/biz/potter-park-zoo-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,46,"[{'alias': 'zoos', 'title': 'Zoos'}]",4.0,"{'latitude': 42.71788542765034, 'longitude': -84.52770073455171}",[],,"{'address1': '1301 S Pennsylvania Ave', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48912', 'country': 'US', 'state': 'MI', 'display_address': ['1301 S Pennsylvania Ave', 'Lansing, MI 48912']}",+15174834222,(517) 483-4222,3538.852108054517,Lansing,42.71788542765034,-84.52770073455171,"1301 S Pennsylvania Ave, Lansing, MI 48912"
72,nCLaSSAJzJlpkqeCp1V9uA,little-panda-chinese-restaurant-lansing,Little Panda Chinese Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/T5loHf0XAKzsZ9FnImw98Q/o.jpg,False,https://www.yelp.com/biz/little-panda-chinese-restaurant-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,61,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.0,"{'latitude': 42.7405608, 'longitude': -84.6261979}","['delivery', 'pickup']",$,"{'address1': '5439 W Saginaw Hwy', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48917', 'country': 'US', 'state': 'MI', 'display_address': ['5439 W Saginaw Hwy', 'Lansing, MI 48917']}",+15173232450,(517) 323-2450,4917.468961198621,Lansing,42.7405608,-84.6261979,"5439 W Saginaw Hwy, Lansing, MI 48917"
73,ZgKzJAkRxUbClrma31oR1A,cask-and-co-lansing-3,Cask & Co,https://s3-media4.fl.yelpcdn.com/bphoto/86hBgeFD2BCe22FafRTG1A/o.jpg,False,https://www.yelp.com/biz/cask-and-co-lansing-3?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,71,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"{'latitude': 42.74169, 'longitude': -84.50522}","['delivery', 'pickup']",,"{'address1': '3415 E Saginaw', 'address2': None, 'address3': '', 'city': 'Lansing', 'zip_code': '48912', 'country': 'US', 'state': 'MI', 'display_address': ['3415 E Saginaw', 'Lansing, MI 48912']}",+15175803720,(517) 580-3720,5382.892105579956,Lansing,42.74169,-84.50522,"3415 E Saginaw, Lansing, MI 48912"
74,ycOcJdyRmReVlShAJAjBGw,leos-lodge-lansing,Leo's Lodge,https://s3-media1.fl.yelpcdn.com/bphoto/nG2gf7WcsMJ7dRwv1YqD0g/o.jpg,False,https://www.yelp.com/biz/leos-lodge-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,74,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'pizza', 'title': 'Pizza'}]",3.5,"{'latitude': 42.68331, 'longitude': -84.51464}",['delivery'],$$,"{'address1': '2525 E Jolly Rd', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48910', 'country': 'US', 'state': 'MI', 'display_address': ['2525 E Jolly Rd', 'Lansing, MI 48910']}",+15178823850,(517) 882-3850,6657.134412041373,Lansing,42.68331,-84.51464,"2525 E Jolly Rd, Lansing, MI 48910"
75,Swoifgj3uVkgS8W7VlUSqw,steakhouse-philly-lansing,Steakhouse Philly,https://s3-media1.fl.yelpcdn.com/bphoto/a6P7ElpY_MwzAVk9sk6iFQ/o.jpg,False,https://www.yelp.com/biz/steakhouse-philly-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,50,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.0,"{'latitude': 42.7297476960136, 'longitude': -84.5088025321117}",['delivery'],$,"{'address1': '3020 E Kalamazoo St', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48912', 'country': 'US', 'state': 'MI', 'display_address': ['3020 E Kalamazoo St', 'Lansing, MI 48912']}",+15173372210,(517) 337-2210,4889.692871042712,Lansing,42.7297476960136,-84.5088025321117,"3020 E Kalamazoo St, Lansing, MI 48912"
76,UU24leOZfaRf8FoFS3rLYw,spartys-coney-island-lansing-2,Sparty's Coney Island,https://s3-media3.fl.yelpcdn.com/bphoto/fUR5QYR7XDBf5kjoYcw-ig/o.jpg,False,https://www.yelp.com/biz/spartys-coney-island-lansing-2?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,81,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.5,"{'latitude': 42.73660675145961, 'longitude': -84.50783738820185}",['pickup'],$,"{'address1': '300 N Clippert St', 'address2': 'Ste 5', 'address3': '', 'city': 'Lansing', 'zip_code': '48912', 'country': 'US', 'state': 'MI', 'display_address': ['300 N Clippert St', 'Ste 5', 'Lansing, MI 48912']}",+15173320111,(517) 332-0111,5050.673894282474,Lansing,42.73660675145961,-84.50783738820185,"300 N Clippert St, Ste 5, Lansing, MI 48912"
77,YQxhuFGcVkNqeHBT5qglBg,grand-traverse-pie-company-lansing-2,Grand Traverse Pie Company,https://s3-media2.fl.yelpcdn.com/bphoto/8u3qtHADvBTm5SjpYcW2nQ/o.jpg,False,https://www.yelp.com/biz/grand-traverse-pie-company-lansing-2?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,52,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]",4.0,"{'latitude': 42.7325388, 'longitude': -84.5522864}","['delivery', 'pickup']",$$,"{'address1': '200 S Washington Sq', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48933', 'country': 'US', 'state': 'MI', 'display_address': ['200 S Washington Sq', 'Lansing, MI 48933']}",+15173160900,(517) 316-0900,1415.7692228548553,Lansing,42.7325388,-84.5522864,"200 S Washington Sq, Lansing, MI 48933"
78,ExPOlvYamXvvgbljpt_9OA,arctic-corner-lansing,Arctic Corner,https://s3-media3.fl.yelpcdn.com/bphoto/u9AMwOJ7_iHOgAnCdTz0Kg/o.jpg,False,https://www.yelp.com/biz/arctic-corner-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,21,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",4.5,"{'latitude': 42.747209650996105, 'longitude': -84.5482088486612}",['delivery'],$,"{'address1': '314 E Grand River Ave', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48906', 'country': 'US', 'state': 'MI', 'display_address': ['314 E Grand River Ave', 'Lansing, MI 48906']}",+15172852578,(517) 285-2578,2683.4350752625824,Lansing,42.747209650996105,-84.5482088486612,"314 E Grand River Ave, Lansing, MI 48906"
80,aEqY5YeuqYTNJpHjcZ7sPg,p-f-changs-lansing,P.F. Chang's,https://s3-media3.fl.yelpcdn.com/bphoto/ph3X1xy2qn7Cs9U3hxlK_w/o.jpg,False,https://www.yelp.com/biz/p-f-changs-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,148,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.0,"{'latitude': 42.761246, 'longitude': -84.51611}","['delivery', 'pickup']",$$,"{'address1': '2425 Lake Lansing Rd', 'address2': '', 'address3': 'Eastwood Town Center', 'city': 'Lansing', 'zip_code': '48912', 'country': 'US', 'state': 'MI', 'display_address': ['2425 Lake Lansing Rd', 'Eastwood Town Center', 'Lansing, MI 48912']}",+15172673833,(517) 267-3833,5640.21069859187,Lansing,42.761246,-84.51611,"2425 Lake Lansing Rd, Eastwood Town Center, Lansing, MI 48912"
81,SjBDswJ-6g-Ctr9TlsWJKg,the-tangy-crab-lansing,The Tangy Crab,https://s3-media3.fl.yelpcdn.com/bphoto/4Xc3U5CPhGzcrzlCuzT4Bw/o.jpg,False,https://www.yelp.com/biz/the-tangy-crab-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,50,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",4.0,"{'latitude': 42.740332, 'longitude': -84.659862}",[],,"{'address1': '7433 W Saginaw Hwy', 'address2': None, 'address3': '', 'city': 'Lansing', 'zip_code': '48917', 'country': 'US', 'state': 'MI', 'display_address': ['7433 W Saginaw Hwy', 'Lansing, MI 48917']}",+15179258215,(517) 925-8215,7565.638471842502,Lansing,42.740332,-84.659862,"7433 W Saginaw Hwy, Lansing, MI 48917"
83,OEZD8_N5jfon1aKl3rFMOg,texas-roadhouse-lansing-2,Texas Roadhouse,https://s3-media3.fl.yelpcdn.com/bphoto/Gs-YvCWVxZqZqpOA_moDGw/o.jpg,False,https://www.yelp.com/biz/texas-roadhouse-lansing-2?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,83,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'bbq', 'title': 'Barbeque'}]",3.5,"{'latitude': 42.661924, 'longitude': -84.550095}",['delivery'],$$,"{'address1': '280 E Edgewood Blvd', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48911', 'country': 'US', 'state': 'MI', 'display_address': ['280 E Edgewood Blvd', 'Lansing, MI 48911']}",+15178878181,(517) 887-8181,7535.248628374937,Lansing,42.661924,-84.550095,"280 E Edgewood Blvd, Lansing, MI 48911"
84,xS_k_d59VF6gmMWIB3L_bg,chick-fil-a-lansing,Chick-fil-A,https://s3-media1.fl.yelpcdn.com/bphoto/nUXM4_iEvYa8J0GRNVX78A/o.jpg,False,https://www.yelp.com/biz/chick-fil-a-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,36,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]",4.0,"{'latitude': 42.740345, 'longitude': -84.630232}",[],$,"{'address1': '5617 W Saginaw Hwy', 'address2': '', 'address3': None, 'city': 'Lansing', 'zip_code': '48917', 'country': 'US', 'state': 'MI', 'display_address': ['5617 W Saginaw Hwy', 'Lansing, MI 48917']}",+15173217800,(517) 321-7800,5205.972653734734,Lansing,42.740345,-84.630232,"5617 W Saginaw Hwy, Lansing, MI 48917"
85,BCLHuBOd_jW27wpzZJ3uVw,carrabbas-italian-grill-lansing-2,Carrabba's Italian Grill,https://s3-media3.fl.yelpcdn.com/bphoto/xp8ANMzWi1Mjsi5-BTy5mA/o.jpg,False,https://www.yelp.com/biz/carrabbas-italian-grill-lansing-2?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,71,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"{'latitude': 42.74165213734931, 'longitude': -84.64661979873571}","['delivery', 'pickup']",$$,"{'address1': '6540 W Saginaw Hwy', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48917', 'country': 'US', 'state': 'MI', 'display_address': ['6540 W Saginaw Hwy', 'Lansing, MI 48917']}",+15173238055,(517) 323-8055,6539.897745797661,Lansing,42.74165213734931,-84.64661979873571,"6540 W Saginaw Hwy, Lansing, MI 48917"
86,AZzP9Dm0M5Qwc9hnGKBnvA,american-fifth-spirits-lansing,American Fifth Spirits,https://s3-media3.fl.yelpcdn.com/bphoto/JFVJOxWdEvfueeLf5e09ag/o.jpg,False,https://www.yelp.com/biz/american-fifth-spirits-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,55,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'distilleries', 'title': 'Distilleries'}]",3.5,"{'latitude': 42.7340960597765, 'longitude': -84.544374}",[],$$,"{'address1': '112 N Larch St', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48912', 'country': 'US', 'state': 'MI', 'display_address': ['112 N Larch St', 'Lansing, MI 48912']}",+15179992631,(517) 999-2631,2083.465327344629,Lansing,42.7340960597765,-84.544374,"112 N Larch St, Lansing, MI 48912"
87,1GGCurZ_Xso8oJCkUH1pyg,siraj-bakery-lansing,Siraj Bakery,https://s3-media2.fl.yelpcdn.com/bphoto/65mW3-jVc3iVQpu9FGURrw/o.jpg,False,https://www.yelp.com/biz/siraj-bakery-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,12,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]",5.0,"{'latitude': 42.6942657021002, 'longitude': -84.6043756870569}","['delivery', 'pickup']",,"{'address1': '3700 S Waverly Rd', 'address2': '', 'address3': None, 'city': 'Lansing', 'zip_code': '48911', 'country': 'US', 'state': 'MI', 'display_address': ['3700 S Waverly Rd', 'Lansing, MI 48911']}",+15177632326,(517) 763-2326,4780.683458486974,Lansing,42.6942657021002,-84.6043756870569,"3700 S Waverly Rd, Lansing, MI 48911"
